,Linear,"Polynomial
(deg=4)",Ridge,Lasso,SVR,"Decision
Tree","Random
Forest",XGBoost,"Gradient
Boosting","Neural
Network"
R2_Train,0.9203997259103845,0.9898113950987318,0.9898112425255647,0.989787269894023,0.9165220401075944,0.9630668140885719,0.9402613848033105,0.9789709618065571,0.9357194172384149,0.9685425540869563
R2_Test,0.9221246467931514,0.9901656671641893,0.9901609047811931,0.9900377860482583,0.9182799982661274,0.9632060029802232,0.9413064975221483,0.979414493084585,0.9360014536991306,0.9689542053219329
MAE_Train,32.52487023470781,10.688277438399666,10.691529346701346,10.701744073832229,31.5783440113077,20.63084859954886,27.568751686073075,15.704960864810982,25.6068690062923,18.94437660015203
MAE_Test,31.848274648911055,10.315558536612725,10.323302745420957,10.397861315223384,31.4811738674066,20.366804029924957,26.39893269700668,15.196637826460893,24.921783102573755,18.31309693363393
MSE_Train,1599.0009418207926,204.6674966800541,204.6705615518868,205.15212095418076,1676.8954380604166,741.9094938081425,1200.022274484079,422.428845396242,1291.260784615479,631.9134728808123
MSE_Test,1520.3116851887348,191.98951286430258,192.08248588105533,194.4860556966454,1595.368347410903,718.3061303797306,1145.836442304375,401.87794238199103,1249.4034860794368,606.0875807480111
RMSE_Train,39.987509822703295,14.306204831472744,14.306311947944055,14.323132372291361,40.94991377354068,27.238015599675073,34.64133765437009,20.55307386733775,35.934117278924205,25.137889189047122
RMSE_Test,38.99117445254419,13.856028033469858,13.85938259379022,13.94582574452461,39.94206238304305,26.801233747343247,33.850205941831064,20.04689358434346,35.346902071885125,24.61884604826171
MAPE_Train,0.05121978754237565,0.017513714203018973,0.017517711281431165,0.017522999017140137,0.04989820256752951,0.03339436527353031,0.04371336292044692,0.02576132848684461,0.04047933198154721,0.029669001994854356
MAPE_Test,0.049647108390256815,0.01651588380945635,0.016525095526181782,0.016623965880809242,0.049144433542723215,0.0329737719865775,0.0425607916196821,0.02503770867839277,0.039435184734421314,0.028620050064985122
